"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","41","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-7c > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","11484","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/pagina-em-construcao stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","0","functionality of links","Tablet-768-Chrome","2026-03-29","skipped","2026-03-29","URL: /ie/en/campaigns/passive-fire-protection-service stage only Health Check > lang: ie-en","","",""
"","22438","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/poliuretanos-pir-ak-500 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1898","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","35","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","40","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/kooltherm-k10 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","417","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","32","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-af > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","63","seo compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-politique-controle-sur-les-cookies > lang: fr-fr","","",""
"","6758","functionality of links","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/produits/protection-passive-contre-lincendie/protection-contre-la-penetration/bandes-de-tuyaux-k-stop stage only Health Check > lang: fr-fr","","",""
"","44","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-alk > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","19734","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/campanhas/full-spectrum-of-insulation-solutions stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","6981","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/Parlez-nous-d-un-projet stage only Health Check > lang: fr-fr","","",""
"","38","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/pagina-em-construcao > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","70","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/optim-r > lang: fr-fr","","",""
"","3363","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","39","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/aviso-de-consentimento-de-marketing-directo > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","708","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/Parlez-nous-d-un-projet > lang: fr-fr","","",""
"","4819","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/eficienciaenergetica > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","843","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/formations-et-conseils > lang: fr-fr","","",""
"","6852","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/produits/protection-passive-contre-lincendie/protection-contre-la-penetration/bandes-de-tuyaux-k-stop stage only Health Check > lang: fr-fr","","",""
"","38","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","498","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-af > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","37","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","42","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-ad > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","29","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/pavimentos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","6351","functionality of links","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux stage only Health Check > lang: fr-fr","","",""
"","7410","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-politique-controle-sur-les-cookies stage only Health Check > lang: fr-fr","","",""
"","7676","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous/CentredeDurabilte stage only Health Check > lang: fr-fr","","",""
"","67","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous/Planet-Passionate > lang: fr-fr","","",""
"","30811","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/therma-tt47 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","33","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","31255","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/optim-r stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","40","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","6661","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/404 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","480","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/kooltherm-k10 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","52","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/casos-de-estudo/camara-municipal-tui > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","2822","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-engagements-de-kingspan-direct-marketing > lang: fr-fr","","",""
"","1450","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/eficienciaenergetica > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","17821","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","3067","visual compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/full-spectrum-of-insulation-solutions > lang: fr-fr","","",""
"","47263","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cm-bl stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","0","functionality of links","Tablet-768-Chrome","2026-03-29","skipped","2026-03-29","URL: /ie/en/knowledge-articles/tarecpir-m1-cr-for-marine-applications stage only Health Check > lang: ie-en","","",""
"","3559","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-alk > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","792","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pir-gr > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","449","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/tectosfalsos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","3130","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/planetpassionate > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","552","visual compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/applications/facade > lang: fr-fr","","",""
"","29709","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-5c stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","353","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/optim-r > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","9105","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","30907","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k8 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","46","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-7c > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","430","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aviso-de-consentimento-de-marketing-directo > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","2070","visual compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/articles-de-connaissance/dpe-et-isolation-thermique-du-batiment > lang: fr-fr","","",""
"","30521","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/campanhas/full-spectrum-of-insulation-solutions stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","613","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","15774","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/circularidade stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","42","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux > lang: fr-fr","","",""
"","197","functionality of links","Mobile-iPhone14","2026-03-30","skipped","2026-03-30","URL: /pt/pt/sobre-nos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1464","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","57","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/journee-du-gros-pull > lang: fr-fr","","",""
"","9265","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/casos-de-estudo/camara-municipal-tui stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","40","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-alk > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","62","seo compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/a-propos-de-nous > lang: fr-fr","","",""
"","16099","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/sobrenosostros stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1309","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/thermataper-tt47 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","29794","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf72 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","38","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-alk > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","12249","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1968","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/aviso-de-consentimento-de-marketing-directo > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","38","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","3","visual compare","Tablet-768-Chrome","2026-03-29","skipped","2026-03-29","URL: /r/produits/protection-passive-contre-lincendie/coupe-feu/mastic-refractaire-k-stop > lang: r-produits","","",""
"","25102","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","46","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/optim-r > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","864","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/optim-r > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","16577","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","34","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/pur-al-plus > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","5","visual compare","Mobile-iPhone14","2026-03-30","skipped","2026-03-30","URL: /fr/produits/protection-passive-contre-lincendie/protection-electrique > lang: fr-produits","","",""
"","31448","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","9","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/produits/protection-passive-contre-lincendie/protection-electrique > lang: fr-produits","","",""
"","35","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","23503","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-insulation stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","44","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-5c > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","30581","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/optim-r stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","2006","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-7c > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","77","seo compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/journee-du-gros-pull > lang: fr-fr","","",""
"","25","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","6244","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/produits/protection-passive-contre-lincendie/protection-contre-la-penetration/bandes-de-tuyaux-k-stop stage only Health Check > lang: fr-fr","","",""
"","1197","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/kooltherm-k3 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","7016","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/produits/protection-passive-contre-lincendie/coupe-feu/mortier-coupe-feu-compund-k-stop stage only Health Check > lang: fr-fr","","",""
"","5863","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","40","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","695","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k8 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","35852","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-al stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","21880","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-al stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","473","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/pavimentos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","11187","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspanisolationtechnique stage only Health Check > lang: fr-fr","","",""
"","811","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","12740","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","654","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","338","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/themataper-tt46 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","32553","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1592","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/a-propos-de-nous/Planet-Passionate > lang: fr-fr","","",""
"","20291","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-alk stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","22440","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/sobrenosostros stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","36","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/coberturas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","42","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","8389","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-modalites-et-conditions-generales-dutilisation-du-site-internet stage only Health Check > lang: fr-fr","","",""
"","39","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/poliuretanos-pir-ak-500 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","27310","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","7429","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/applications/toiture stage only Health Check > lang: fr-fr","","",""
"","39","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-2-ps > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","6856","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/more-space-magazine stage only Health Check > lang: fr-fr","","",""
"","2853","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/kooltherm > lang: fr-fr","","",""
"","565","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/Parlez-nous-d-un-projet > lang: fr-fr","","",""
"","6855","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/produits/panneaux-isolants/panneaux-d-isolation-des-facades > lang: fr-fr","","",""
"","443","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","6","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/produits/protection-passive-contre-lincendie/protection-electrique > lang: fr-produits","","",""
"","54","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-responsable-du-traitement-des-donnees > lang: fr-fr","","",""
"","440","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/coberturas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","12009","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/pur-al-plus stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","2679","visual compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/journee-du-gros-pull > lang: fr-fr","","",""
"","1078","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/404 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","2643","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/thermataper-tt47 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","8535","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/applications/facade stage only Health Check > lang: fr-fr","","",""
"","12741","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous stage only Health Check > lang: fr-fr","","",""
"","10717","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-partageons-nos-connaissances stage only Health Check > lang: fr-fr","","",""
"","12728","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-politique-controle-sur-les-cookies stage only Health Check > lang: fr-fr","","",""
"","43","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/tectosfalsos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","4181","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-sommes-totalement-transparents > lang: fr-fr","","",""
"","30","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/kooltherm-k3 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
