"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/articles-de-connaissance/des-connaissances-actuelles-et-actualisees-avec-le-kingspan-college > lang: fr-fr","","",""
"","0","functionality of links","Mobile-iPhone14","2026-03-29","skipped","2026-03-29","URL: /gb/en/knowledge-articles/what-is-thermal-bridging stage only Health Check > lang: gb-en","","",""
"","3","visual compare","Mobile-iPhone14","2026-03-30","skipped","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf70-sp > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","42","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k15 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","10638","functionality of links","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/produits/panneaux-isolants/panneaux-d-isolation-des-facades stage only Health Check > lang: fr-fr","","",""
"","41","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/optim-r > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","46","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/poliuretanos-pir-ak-500 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","5671","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/applications stage only Health Check > lang: fr-fr","","",""
"","18181","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/coberturas stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","60","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/circularidade > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","38","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/paredes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1119","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k5 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","7367","functionality of links","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/full-spectrum-of-insulation-solutions stage only Health Check > lang: fr-fr","","",""
"","826","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-al > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1939","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","41","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/produits/panneaux-isolants/panneaux-d-isolation-des-facades > lang: fr-fr","","",""
"","24812","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","30467","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/campanhas/full-spectrum-of-insulation-solutions stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","26","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/paredes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","816","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf70-sp > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","3069","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cp-bl > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1","functionality of links","Desktop-1920-Chrome","2026-03-29","skipped","2026-03-29","URL: /ie/en/knowledge-articles/tarecpir-m1-cr-for-marine-applications stage only Health Check > lang: ie-en","","",""
"","36","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-ak > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","166","functionality of links","Desktop-1920-Chrome","2026-03-29","skipped","2026-03-29","URL: /fr/articles-de-connaissance/comment-reduire-nos-dechets-et-tendre-vers-le-zero-dechet stage only Health Check > lang: fr-articles-de-connaissance","","",""
"","373","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aviso-de-consentimento-de-marketing-directo > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1065","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-ak > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","30785","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k8 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","77","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/a-propos-de-nous > lang: fr-fr","","",""
"","1637","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/carbonoincorporado > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","67","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux > lang: fr-fr","","",""
"","16777","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/optim-r stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","38","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf70-sp > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","9765","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/therma-tr27-sp stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","35","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/sobrenosostros > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","37","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-2-ps > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","3707","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","17670","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous/CentredeDurabilte > lang: fr-fr","","",""
"","15695","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","29370","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","36","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cp-bl > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1769","visual compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux > lang: fr-fr","","",""
"","901","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k15 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","41","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","43","seo compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","44","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas/preisoladas-pir-alu-45 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","50","seo compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux > lang: fr-fr","","",""
"","11418","functionality of links","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/carbonoincorporado stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1012","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/planetpassionate > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1130","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-f-alk > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","8370","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","2269","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-politique-controle-sur-les-cookies > lang: fr-fr","","",""
"","32717","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/therma-tr29-sp stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","16155","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/pavimentos stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","33","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","891","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/therma-tr27-sp > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","52","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-insulation > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","0","seo compare","Desktop-1920-Chrome","2026-03-29","skipped","2026-03-29","URL: /ee/et/meist/planet-passionate > lang: ee-et","","",""
"","6467","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/u-value-calculator-responsable-du-traitement-des-donnees stage only Health Check > lang: fr-fr","","",""
"","3397","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cm-bl > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","30420","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/grupos-de-negocios/sobrenosostros stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","446","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","348","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","14364","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pir-gr stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","6829","functionality of links","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/Condit0ons-Generales-de-Vente-de-Kingspan-Insulation stage only Health Check > lang: fr-fr","","",""
"","20959","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas/preisoladas-pir-alu-40 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","3150","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/leading-with-passion > lang: fr-fr","","",""
"","1896","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/poliuretanos-pir-af > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","8264","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/produits/protection-passive-contre-lincendie/coupe-feu/mortier-coupe-feu-compund-k-stop stage only Health Check > lang: fr-fr","","",""
"","27117","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cp-bl stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","12923","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/carbonoincorporado stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","0","functionality of links","Desktop-1200-Chrome","2026-03-29","skipped","2026-03-29","URL: /se/sv/dokument stage only Health Check > lang: se-sv","","",""
"","14609","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-sommes-totalement-transparents stage only Health Check > lang: fr-fr","","",""
"","32190","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-ak stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","10193","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aviso-de-consentimento-de-marketing-directo stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","42","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/tectosfalsos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1005","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","2870","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/poliuretanos-pir-ak-500 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","55","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/campanhas/full-spectrum-of-insulation-solutions > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","8717","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/journee-du-gros-pull stage only Health Check > lang: fr-fr","","",""
"","37","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","27095","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf70-sp stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","764","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/optim-r > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","137","functionality of links","Desktop-1200-Chrome","2026-03-29","skipped","2026-03-29","URL: /fr/articles-de-connaissance/comment-reduire-nos-dechets-et-tendre-vers-le-zero-dechet stage only Health Check > lang: fr-articles-de-connaissance","","",""
"","6046","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/kooltherm > lang: fr-fr","","",""
"","68","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/applications/facade > lang: fr-fr","","",""
"","0","functionality of links","Tablet-768-Chrome","2026-03-29","skipped","2026-03-29","URL: /ie/en/knowledge-articles/what-you-need-to-know-about-internal-wall-insulation-- stage only Health Check > lang: ie-en","","",""
"","1257","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-tecnico/condutas-pre-isoladas/preisoladas-pir-alu-35 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","579","visual compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/applications/facade > lang: fr-fr","","",""
"","556","visual compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/applications/toiture > lang: fr-fr","","",""
"","4","visual compare","Tablet-768-Chrome","2026-03-29","skipped","2026-03-29","URL: /r/produits/panneaux-isolants/panneaux-isolants-de-toitures/therma-tr29-sp > lang: r-produits","","",""
"","14522","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/articles-de-connaissance/dpe-et-isolation-thermique-du-batiment > lang: fr-fr","","",""
"","1646","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1028","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/applications/sol > lang: fr-fr","","",""
"","11100","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/a-propos-de-nous stage only Health Check > lang: fr-fr","","",""
"","857","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/pavimentos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","32506","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","5","seo compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /r/produits/protection-passive-contre-lincendie/coupe-feu/mastic-refractaire-k-stop > lang: r-produits","","",""
"","9841","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/coberturas stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","7222","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","0","functionality of links","Mobile-iPhone14","2026-03-29","skipped","2026-03-29","URL: /sa/ar/products/insulation-boards/roof-insulation-board/tt47 stage only Health Check > lang: sa-ar","","",""
"","2886","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-2-ps > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","2001","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/produits/panneaux-isolants/panneaux-d-isolation-des-facades > lang: fr-fr","","",""
"","1523","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1059","visual compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous/Planet-Passionate > lang: fr-fr","","",""
"","3699","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","37","seo compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/aplicacoes/coberturas > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1307","visual compare","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/poliuretanos-pur-2-ps > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","30900","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/therma-tt47 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","7288","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspanisolationtechnique/kooltherm-isolation-de-tuyaux stage only Health Check > lang: fr-fr","","",""
"","7911","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /fr/fr/divisions/kingspaninsulation/optim-r stage only Health Check > lang: fr-fr","","",""
"","15747","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade/eficienciaenergetica stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","68","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-partageons-nos-connaissances > lang: fr-fr","","",""
"","31563","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-bv stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","43","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","57","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/produits/panneaux-isolants/panneaux-isolants-pour-faux-plafonds/pir-gr > lang: fr-fr","","",""
"","459","visual compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/formations-et-conseils > lang: fr-fr","","",""
"","62","seo compare","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/divisions/kingspaninsulation/kooltherm > lang: fr-fr","","",""
"","2","visual compare","Tablet-768-Chrome","2026-03-30","skipped","2026-03-30","URL: /fr/produits/protection-passive-contre-lincendie/protection-electrique > lang: fr-produits","","",""
"","15224","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/sobre-nos/hubsostenibilidade stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","49","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/kooltherm-k3 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","45","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-paredes/kooltherm-k5 > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","14929","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","1201","visual compare","Desktop-1920-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/applications/facade > lang: fr-fr","","",""
"","45","seo compare","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-ad > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","10993","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-partageons-nos-connaissances stage only Health Check > lang: fr-fr","","",""
"","16599","functionality of links","Tablet-768-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/contacto-kingspan/kingspan-light-air stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","13647","functionality of links","Desktop-1200-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/campagnes/kingspan-insulation-notre-histoire/nous-sommes-totalement-transparents stage only Health Check > lang: fr-fr","","",""
"","2027","visual compare","Tablet-768-Chrome","2026-03-29","failed","2026-03-29","URL: /fr/fr/a-propos-de-nous > lang: fr-fr","","",""
"","3","visual compare","Mobile-iPhone14","2026-03-30","skipped","2026-03-30","URL: /pt/pt/sobre-nos > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","1061","visual compare","Desktop-1200-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-coberturas/poliuretanos-pir-cm-bl > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","44","seo compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/therma-tf70-sp > lang: pt-pt","migrationCompare/migrationCompare.spec.js","",""
"","31243","functionality of links","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-para-pavimentos/optim-r stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","16776","functionality of links","Desktop-1920-Chrome","2026-03-30","failed","2026-03-30","URL: /pt/pt/produtos/isolamento-termico/placas-de-isolamento-tectos-falsos/kooltherm-k10 stage only Health Check > lang: pt-pt","stageHealth/stageHealth.spec.js","",""
"","4468","visual compare","Mobile-iPhone14","2026-03-30","failed","2026-03-30","URL: /fr/fr/a-propos-de-nous/Planet-Passionate > lang: fr-fr","","",""
